user_id,tickets
1116699416389226577,0
234542219502157825,0
843118864379543562,0
309644404698644480,0
341912295582203905,0
1450649776507846831,0
564432589801259023,0
524238398513217547,0
376006453233713154,0
416838247692369921,0
1011549056104931398,0
789854796429000725,0
653329917836263443,0
475173495802953729,0
1069423681417248909,0
1319024779529031690,0
1049260468222574665,0
596293769431613450,0
481968077500579850,0
315940218614054915,0
1034806141550600266,0
853146140647227413,0
909820903574106203,0
1252018037683523614,0
750373365927379044,0
620136642677833739,0
1313835188588908601,0
845799447543021618,0
1279252422652592282,0
294882584201003009,0
1353133773977293002,0
271969053386473473,0
243505119629410304,0
743599326101766177,0
702559562321887263,0
1386052757147877513,0
437163344525393920,0
1241123704528699413,0
731500369863245894,0
840564478676041748,0
822614694329974814,0
452421837079445514,0
1196349064623689751,0
777397952531791873,0
809843186310709268,0
593148197749129237,0
699219566596718652,0
961567392805318687,0
528144081885331457,0
853967186145837077,0
822152560323854377,0
761885479285030922,0
720161111613374465,0
816303446512369675,0
618784221020028931,0
822616946289279006,0
209529953799241728,0
406079744539623424,0
1438942368655999289,0
428444383688392714,0
85887087215120384,0
1432732045095866522,0
991065750003413053,0
692400639233228820,0
519893400099618848,0
760609784247484458,0
688134858635083786,0
257949639389609984,0
1248476530699665412,0
338218908823715841,0
1210263604906037349,0
976512180306452490,0
297406373652856832,0
1260119796855607378,0
704021377312751698,0
1151110297491357696,0
891688792145158154,0
782109120672038952,0
494094144269189150,0
433589041175330816,0
1336726340182872157,0
386014347601772552,0
978007300684005417,0
653276430431551500,0
408264209072128001,0
123847424497287170,0
709255295553241134,0
714011818636345395,0
760496962348253275,0
659324595329040405,0
1045701134649671772,0
1019027108422488094,0
258274790702317569,0
1368089663910187118,0
954985006462279710,0
1129393963430846595,0
593517306752008192,0
176221561575964672,0
1020467661584478220,0
339396401626742794,0
761553989955223592,0
632245865192357888,0
392622397766893568,0
1168145451002896465,0
1391992893891412109,0
377270892818071554,0
1254619402972954634,0
1173667009511305317,0
723214412160303164,0
1100835993197740094,0
736537741826850876,0
1031426344556429422,0
671543065709641729,0
550613223733329920,0
806664252366127164,0
494537324835897344,0
266530296705449988,0
611037698878341132,0
1311224347935113278,0
990567380839174164,0
1314388473091981386,0
570214452989919235,0
1034699551929536522,0
348653115228028940,0
1333371324914991126,0
392028456461795329,0
796827295260213318,0
197570764935790592,0
266336174644133888,0
1274097346598273196,0
591596015543386125,0
896109075224481832,0
934531202176651315,0
160144010642587648,0
472180110275903488,0
901114690757873766,0
528379103007735809,0
529757149593731087,0
767793559881121792,0
958718810439974923,0
492830392894619669,0
716065664913113188,0
1254814740811616310,0
913291381605277716,0
1108436033860804659,0
1023087720635043840,0
630877026286436383,0
945655011235467364,0
535121871411085332,0
729443538567299072,0
776048553625255979,0
643134382361673766,0
959372169731776552,0
1393687415067246674,0
678363970066710579,0
644219398537740288,0
679651890262310965,0
1439989642504966305,0
315822250622320641,0
691338084444274728,0
689642222915682362,0
1020739814347243651,0
708696873728213082,0
744226074329874855,0
1343363408203874366,0
379470668749864961,0
877598845427662858,0
439479855172550676,0
742526060427739136,0
996485240354779147,0
754000375274799196,0
998487631249817660,0
434596285324984330,0
749946477618659328,0
152113822667112449,0
183303968963690496,0
739029499819327508,0
455178030944616458,0
750144418169880606,0
527633575655243796,0
486808504930402304,0
485478977608089631,0
213084395282628609,0
566599689789767681,0
775541220540809266,0
238799572602716171,0
1404562521553113131,0
498501555733921793,0
462561142469033984,0
412902091443535872,0
381325972584005645,0
395085896459878400,0
757697554870698055,0
445952539653832714,0
650709759741263872,0
374652286233870346,0
716897551873212459,0
696325045357641808,0
1005584764943728741,0
1282372855916400651,0
584394886493765632,0
167006983986085888,0
1403465000441614397,0
427572644372676628,0
1157403239780712459,0
389628493052379138,0
361834124060655616,0
1140973958871650304,0
507459176738324481,0
238621448678146048,0
172081409278607360,0
788800859101331519,0
795464556884656138,0
746813393889132574,0
576017741757153290,0
701903812952064020,0
427952012198674445,0
1443211373625737269,0
1092069385570623601,0
570840897214742538,0
1378946745265950771,0
680164335913664517,0
970890834167889930,0
203177382218039296,0
706800234273177632,0
747752482343485471,0
253877182739382274,0
861703975576010793,0
159985870458322944,0
696273011459883008,0
1396960960719229140,0
218115921531764740,0
328854650570670080,0
619977118415060992,0
1128016475463106662,0
296100775795621888,0
679177801105932310,0
692318994610520084,0
1436994511942324256,0
518755598582546432,0
1153900938898194562,0
487648767466668051,0
272895593368518667,0
1224927527978405973,0
160694804534132736,0
1110653205689405545,0
1406256759345254421,0
1171166010720649256,0
806049168518283285,0
1414987201284018309,0
1363346730137157902,0
1433961811316576418,0
891265531531898900,0
1021027410428305489,0
1338925838850068533,0
1174395377428992100,0
671902009670238250,0
1359631509702574111,0
1400084803243479122,0
1372977743238533120,0
1388832069425037332,0
1366983004764766269,0
1427606133018857515,0
1357510170833322175,0
745222184477392897,0
1439600075344183326,0
401395078066864128,0
549649997688209409,0
1249944463825043610,0
1034404448660889660,0
1323227687040581685,0
1350230501058674729,0
1434660233602666697,0
1401031345873879261,0
1199233225810264075,0
1438851759886958703,0
1428040025798348823,0
1249670088991178774,0
1374457930039955477,0
1363006574473511023,0
1434904714528559335,0
1176298188370608282,0
1440213401430134834,0
473159590146736129,0
1302611381815611422,0
1354241098247307306,0
1266553331707281459,0
972966813556178954,0
1221188498623565954,0
1362091257500930302,0
663906284701089793,0
1351180016574271508,0
852376616021917726,0
1449642724038017046,0
1363327795593478165,0
1441513452563726399,0
1443622246693208176,0
659492660679016478,0
1434666585364103200,0
673863414522576907,0
1423943699275976778,0
728266927788785745,0
1240102569955692565,0
752145776104177775,0
782593890447786004,0
1406545071381155920,0
1370395274412953600,0
